textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
9cbb4b81c8,a HUGE SPIDER just crawled past me.  HUGE.,a HUGE SPIDER just crawled past me.  HUGE.,neutral,morning,46-60,Trinidad and Tobago,1399488,5130.0,273
05bf47e142,I had fries and an ariZona at 1130 and that`s the only thing I ate today.  feeeeeed meeeeee,only thing I ate today.,negative,night,31-45,North Macedonia,2083374,25220.0,83
e275869bf6, Happy Anoop Day to you Monica,Happy,positive,noon,60-70,Mauritius,1271768,2030.0,626
073a1cef9b,dared to go back and look at that vid I made - I may take it down,dared to go back and look at that vid I made - I may take it down,neutral,noon,60-70,Tanzania,59734218,885800.0,67
6122e9ce9d," totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed",forgot,negative,morning,46-60,Egypt,102334404,995450.0,103
123609b828,_rothlisberger That`s **** awesome!  *bookmark*,That`s **** awesome!,positive,night,70-100,Panama,4314767,74340.0,58
1e12b8b504, A+ for effort though  http://bit.ly/Mco5v,effort,positive,noon,60-70,Dominican Republic,10847910,48300.0,225
af5be0132e,i feel like I`m on house arrest.,i feel like I`m on house arrest.,negative,noon,21-30,Israel,8655535,21640.0,400
e3a1b65ef3,Going to miss my roomie ... We will no longer be roomies starting tomorrow,miss,negative,night,31-45,Lesotho,2142249,30360.0,71
efeb7a4614,  whenever you are mama!  Let`s do it,whenever you are mama!  Let`s do it,positive,night,70-100,Ecuador,17643054,248360.0,71
61c3b437d9,feeling like in 16 again - watching TWILIGHT & enjoying it,enjoying,positive,night,31-45,Liechtenstein,38128,160.0,238
708b41b0c8," I don`t think I am, my sisters refusn to get me a ticket now.  what you doing next week?","I don`t think I am, my sisters refusn to get me a ticket now.",negative,morning,0-20,Trinidad and Tobago,1399488,5130.0,273
fc76b2e016,"  Blake Sea should have been a water sandbox (a la Cordova), but we can`t rez objects and autoreturn is 5 mins","Blake Sea should have been a water sandbox (a la Cordova), but we can`t rez objects and autoreturn is 5 mins",neutral,night,70-100,Ecuador,17643054,248360.0,71
fc139d7665," Girl, you`re crazy... I LOVE! you.  Hahaha, and I GOT! yo` Lp Chap.",. I LOVE! you.,positive,morning,0-20,Norway,5421241,365000.0,15
d3f0c48744,still page one on Google   still cant quite believe it   not spent a cent to get to page One..... Wow what next...Mmmmmm,still page one on Google   still cant quite believe it   not spent a cent to get to page One..... Wow what next...Mmmm,neutral,morning,46-60,Mali,20250833,1220190.0,17
2abfdd61fe,(sigh) guess we`re not gonna meet up today.,sigh),negative,night,70-100,Bahamas,393244,10010.0,39
469ce3aeee, Night!,Night!,neutral,noon,60-70,Chad,16425864,1259200.0,13
00c1a9da91,whenever it rains it`s so hard to get motivated,whenever it rains it`s so hard to get motivated,negative,night,70-100,India,1380004385,2973190.0,464
87c1d622c2, Really? Bahaha. I love that you relate people to that. haha.,I love that,positive,morning,46-60,Jamaica,2961167,10830.0,273
675bb05b9d,Im @ the dentist  ....scary people here...,.scary,negative,noon,60-70,Côte d'Ivoire,26378274,318000.0,83
c6c1b7a360, Great... I`ll check it when I get off work...  They block Sims at work...,Great.,positive,noon,21-30,Lebanon,6825445,10230.0,667
162be2269a,Also...     #travel #backpacking hope you enjoy our pics & videos,you enj,positive,night,70-100,Thailand,69799978,510890.0,137
06e1506ee8, that sucks.   did you save any of it?,sucks.,negative,morning,0-20,Eritrea,3546421,101000.0,35
16d6c2fbb9," haha ofcoooursee you do, its pretty much a must, and pluss its dress up night, jst added incentive","haha ofcoooursee you do, its pretty much a must, and pluss its dress up night, jst added incentive",neutral,night,31-45,India,1380004385,2973190.0,464
814f356244,"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha.",I miss my lappy.,negative,night,70-100,Croatia,4105267,55960.0,73
4f0a5352ee,Just enjoyed 2 steak quesadillas! Kinda mad cause I`m gonna miss the laker game!,Just enjoyed 2 steak quesadillas! Kinda mad cause I`m gonna miss the laker game!,neutral,night,31-45,Burkina Faso,20903273,273600.0,76
43abce9b48,"And here goes my first Twitter from #TwitterBerry Application from my #BlackBerry Bold 9000..  Cheers, long live.. #SMR","Cheers, long live..",positive,morning,46-60,United States of America,331002651,9147420.0,36
2e09bcca77, Yeah i like it,Yeah i like it,positive,morning,0-20,Guinea,13132795,246000.0,53
c92b5a0bf7," ahh seen a few of those drop, but I just tossed them thinking it was a once only turn in","ahh seen a few of those drop, but I just tossed them thinking it was a once only turn in",neutral,noon,60-70,Armenia,2963243,28470.0,104
47fc719676, I dunno...I thought I was funny,.I thought I was funny,negative,noon,21-30,Chad,16425864,1259200.0,13
851583e0de,"http://twitpic.com/4w8l1 - Haaha, my bangs are kinda long..? oops","http://twitpic.com/4w8l1 - Haaha, my bangs are kinda long..? oops",neutral,noon,60-70,Samoa,198414,2830.0,70
3ce7b87199," still no class loaders, or even custom assembly loaders","still no class loaders,",negative,night,31-45,Comoros,869601,1861.0,467
c609f49827,I think I tricked out my ankle during cardio yesterday.  I`m getting old.,tricked,negative,noon,60-70,Dominican Republic,10847910,48300.0,225
0434a4de02," crazy, we live in a small world, and now u live in covina huh? Thas where im @ but back to chino i goooo","crazy, we live in a small world, and now u live in covina huh? Thas where im @ but back to chino i goooo",neutral,morning,0-20,Hungary,9660351,90530.0,107
429b29a809,Got the CofO to late didn`t close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,Got the CofO to late didn`t close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,neutral,noon,60-70,Bulgaria,6948445,108560.0,64
a0b1f6c22c, Jared`s wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!,Jared`s wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!,neutral,night,70-100,Italy,60461826,294140.0,206
8faa40f92c, hey whats up? did u like the new episode of JONAS?,hey whats up? did u like the new episode of JONAS?,neutral,noon,60-70,Tunisia,11818619,155360.0,76
0c8d7056bd,I cant get all my rwitters on my phone this phone sucks,phone sucks,negative,night,31-45,Australia,25499884,7682300.0,3
4a7043e753,Well it almost was a good day... Guess I just retry tomorrow,good day..,positive,noon,21-30,Albania,2877797,27400.0,105
d8ffeb6591,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels",like,positive,morning,46-60,Rwanda,12952218,24670.0,525
879462f251, I KNOW! I love Nicholas Braun & I think he`ll make an okay Cameron but I don`t wanna see it either,love,positive,noon,60-70,Armenia,2963243,28470.0,104
0a7c763151," If I can run by then, I will join you...miss running",I will join you...miss running,negative,morning,46-60,Sweden,10099265,410340.0,25
5dcaf3b671, Not yet... sorry,sorry,negative,noon,60-70,Mauritius,1271768,2030.0,626
bc51b08e74, where`s the UK love?!,where`s the UK love?!,neutral,night,70-100,Burkina Faso,20903273,273600.0,76
1484dd2416,yum - mother`s day lunch at The Food Business in Burnside was delicious! such a gorgeous day,delicious! such a gorgeous day,positive,morning,46-60,Rwanda,12952218,24670.0,525
e20a4b116f,finally over my sickness.,finally over my sickness.,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83
2691ee2c60, - No I didnt get your text.....,#NAME?,neutral,noon,60-70,Azerbaijan,10139177,82658.0,123
7b50668220,Happy Mother`s Day Mama bear,Happy Mother`s Day,positive,morning,46-60,United States of America,331002651,9147420.0,36
b2ca338f9c, I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you,Excellent,positive,noon,21-30,Nepal,29136808,143350.0,203
46063647f9, I was supposed to go boating/songwriting in Cape Cod.. but its cold and rainy,I was supposed to go boating/songwriting in Cape Cod.. but its cold and rainy,neutral,night,31-45,Burkina Faso,20903273,273600.0,76
ea28065085,I want to wish all the Mommy`s a happy mothers day!,I want to wish all the Mommy`s a happy mothers day!,positive,noon,21-30,Moldova,4033963,32850.0,123
b01bbad4dd,"Justin Timberlake totally rocked SNL tonight. Ooh, and Happy Mother`s Day, another Hallmark mkting tool.","Happy Mother`s Day,",positive,noon,60-70,Germany,83783942,348560.0,240
385d318976,"  so sorry, I just found the members preview has been sold out for awhile. It opens at Noon to the general public",o sorry,negative,morning,46-60,New Zealand,4822233,263310.0,18
1317531567,HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY MINE  LOVE YOU MOMMY,EXSPECIALLY MINE  LOVE YOU MOMMY,positive,noon,21-30,Holy See,801,0.0,2003
4ffb09c454,"_hall no  i was gutted when he wasn`t. lmao. i think i`m obsessed with him, bahaha.","hall no  i was gutted when he wasn`t. lmao. i think i`m obsessed with him, bahaha.",positive,night,70-100,Maldives,540544,300.0,1802
5790ae18e2, u witch! im upstate in a **** hick dry county. so no alcohol or ethnic food.  im crying.,u witch! im upstate in a **** hick dry county. so no alcohol or ethnic food.  im crying.,negative,noon,60-70,Estonia,1326535,42390.0,31
18cf2e181d, hey Jodi.. what`s up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school,?ugg.. im bored..,negative,noon,60-70,Luxembourg,625978,2590.0,242
ebc1e3bcb6, Yes PM PM you are right,you are right,positive,morning,0-20,Mali,20250833,1220190.0,17
9006dda75f, i looooove me some star trek. runs in the family,looooove,positive,night,31-45,Saint Lucia,183627,610.0,301
937bd4015b,"_pickle lol, thank you very much Hope you`re having a great day!",thank you very much Hope you`re having a great day!,positive,night,31-45,Iraq,40222493,434320.0,93
c474e24036, - SO.... yeah. I VERY much appreciate that.,I VERY much appreciate that.,positive,night,31-45,Honduras,9904607,111890.0,89
2ef17bd974,sorry dunners just saw your tweet! totally let you down im so sorry babe  was at work till 8.30 very boooooo,boooooo,negative,morning,46-60,Guinea,13132795,246000.0,53
21cf770e43,blahh i`m tired and i gotta go to the airport to pick my mom up! && im bored but on the upside im listening to the backstreet boys,blahh i`m tired an,negative,noon,21-30,Bangladesh,164689383,130170.0,1265
f4a743a972,Forgot my power cable at home today,Forgot my power cable at home today,neutral,night,70-100,Morocco,36910560,446300.0,83
b7da4ae7b8," on iPhone? Soon they`re adding auto-fill on logins, so you won`t have to type it all out everytime.","on iPhone? Soon they`re adding auto-fill on logins, so you won`t have to type it all out everytime.",neutral,night,31-45,Ecuador,17643054,248360.0,71
1206c7aefb, I accidentaly slammed my finger in the trunk,I accidentaly slammed my finger in the trunk,negative,night,31-45,Sierra Leone,7976983,72180.0,111
1434b25cb5,just woke up...dont want to go into work at 4,dont want to go into work,negative,noon,21-30,Colombia,50882891,1109500.0,46
21560548c9, Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,neutral,night,31-45,Algeria,43851044,2381740.0,18
8e39e8f318,"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd",Lunch is boringgg,negative,night,31-45,Niger,24206644,1266700.0,19
d87b8e1979,everything is going wrong in my ' happy day',wrong,negative,night,70-100,Kiribati,119449,810.0,147
11e4db5f9b,MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!,lovely,positive,night,31-45,Saint Lucia,183627,610.0,301
a14a1c80c3," why would u get in trouble with me, i did not follow the logic sorry",sorry,negative,noon,21-30,Oman,5106626,309500.0,16
cb60620a4f,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)","Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody",positive,noon,60-70,Uruguay,3473730,175020.0,20
a3c243c2d1, pooof .nirvana. Did that work?  http://myloc.me/tDl,pooof .nirvana. Did that work?  http://myloc.me/tDl,neutral,night,70-100,Belize,397628,22810.0,17
6350f2df5c,"Sometimes, twitter makes me feel like an outsider..",outsider..,negative,night,31-45,South Africa,59308690,1213090.0,49
8764d96d8f,living in ballarat again,living in ballarat again,neutral,morning,46-60,Hungary,9660351,90530.0,107
62f9810c8c,Blue Oyster Cult - I Love The Night *that`s when all my friends are around*  ? http://blip.fm/~5jd4b,Love,positive,noon,21-30,Grenada,112523,340.0,331
d330604d86,  they are a long way from the sea  unless they came from Gloucester docks.,they are a long way from the sea  unless they came from Gloucester docks.,neutral,night,70-100,Russia,145934462,16376870.0,9
dad928d199,home from school today,home from school today,neutral,night,31-45,Gambia,2416668,10120.0,239
d5129ddff9, mom said no.,mom said no.,neutral,morning,0-20,Greece,10423054,128900.0,81
97e86cfd26, that`s sad  what kind of mess are you getting into this weekend?,that`s sad  what kind of mess are you getting into this weekend?,negative,morning,46-60,Papua New Guinea,8947024,452860.0,20
bf1411943a,"Just got home from morongo.. Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/","Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/",neutral,noon,60-70,Bulgaria,6948445,108560.0,64
fc07b0d2e0, haha  I need to get in better shape first.. I have cageball on thursdays == me dead on sofa the whole evening,#NAME?,negative,morning,0-20,Indonesia,273523615,1811570.0,151
ee0d5790a6,it`s Mothers Day today,it`s Mothers Day today,neutral,night,31-45,Equatorial Guinea,1402985,28050.0,50
662c025def,Chilling with my baybee sarah!  i love this girl,love,positive,noon,21-30,Colombia,50882891,1109500.0,46
585789af1f,I`m surrounded by negativity good thing there is a Fly Guy to give me hope that there is something better  thank u Jesus,I`m surrounded by negativity good thing there is a Fly Guy to give me hope that there is something better  thank u Jesus,neutral,morning,46-60,Central African Republic,4829767,622980.0,8
87e72c177a,i feel like **** right now and i have one more month of school left  FML HARD,i feel like **** right now and i have one more month of school left  FML HARD,negative,noon,21-30,Bulgaria,6948445,108560.0,64
c351189e45, i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?,i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?,positive,night,31-45,San Marino,33931,60.0,566
